datas,labels
"[[[ 98 123 167]
  [111 137 179]
  [121 149 190]
  ...
  [  9   5   4]
  [ 11   6   6]
  [ 18  14  13]]

 [[110 137 181]
  [123 151 195]
  [127 156 200]
  ...
  [  9   6   3]
  [ 10   7   5]
  [ 26  22  21]]

 [[118 144 189]
  [127 155 199]
  [129 158 202]
  ...
  [ 11   6   4]
  [ 14  11   7]
  [ 34  29  30]]

 ...

 [[105 129 178]
  [113 137 186]
  [119 143 193]
  ...
  [216 212 218]
  [214 211 216]
  [199 197 204]]

 [[ 95 119 171]
  [101 125 177]
  [104 128 181]
  ...
  [225 220 223]
  [222 219 222]
  [201 203 205]]

 [[ 93 120 171]
  [ 98 123 177]
  [ 92 117 173]
  ...
  [224 218 219]
  [207 202 203]
  [180 178 178]]]",[1. 0. 0.]
"[[[ 39  55  91]
  [ 39  55  91]
  [ 41  58  95]
  ...
  [ 46  50  63]
  [ 48  50  61]
  [ 48  50  61]]

 [[ 41  58  96]
  [ 41  58  96]
  [ 41  58  98]
  ...
  [ 49  53  66]
  [ 48  50  61]
  [ 48  50  61]]

 [[ 53  70 112]
  [ 53  70 112]
  [ 53  71 114]
  ...
  [ 52  55  69]
  [ 50  51  63]
  [ 50  51  63]]

 ...

 [[ 30  39  48]
  [ 30  39  48]
  [ 29  38  47]
  ...
  [ 13  22  33]
  [ 12  21  32]
  [ 12  21  32]]

 [[ 27  36  45]
  [ 27  36  45]
  [ 25  34  43]
  ...
  [ 14  22  35]
  [ 13  21  34]
  [ 13  21  34]]

 [[ 24  33  42]
  [ 24  33  42]
  [ 21  30  39]
  ...
  [ 15  22  36]
  [ 14  22  35]
  [ 14  22  35]]]",[1. 0. 0.]
"[[[ 38  46  63]
  [ 40  50  69]
  [ 42  56  78]
  ...
  [100 116 133]
  [ 97 114 130]
  [ 95 111 128]]

 [[ 32  42  61]
  [ 34  46  68]
  [ 36  51  76]
  ...
  [ 89 103 119]
  [ 84  98 114]
  [ 80  94 110]]

 [[ 32  45  66]
  [ 34  48  73]
  [ 36  54  82]
  ...
  [ 75  87 101]
  [ 71  82  97]
  [ 67  78  93]]

 ...

 [[ 28  33  51]
  [ 30  37  56]
  [ 33  42  63]
  ...
  [127  87  63]
  [126  86  62]
  [125  86  62]]

 [[ 23  25  39]
  [ 24  28  43]
  [ 27  31  49]
  ...
  [120  82  58]
  [119  81  58]
  [119  82  58]]

 [[ 19  19  31]
  [ 21  21  34]
  [ 23  24  38]
  ...
  [114  77  54]
  [114  77  56]
  [115  78  56]]]",[1. 0. 0.]
"[[[ 25  29  34]
  [ 23  28  32]
  [ 21  26  29]
  ...
  [ 11  27  46]
  [  1  17  33]
  [  0  15  31]]

 [[ 23  31  31]
  [ 22  29  31]
  [ 21  28  31]
  ...
  [ 22  36  57]
  [  8  21  39]
  [  2  15  31]]

 [[ 24  33  33]
  [ 22  30  32]
  [ 20  27  31]
  ...
  [ 14  28  50]
  [  2  13  32]
  [  0   9  27]]

 ...

 [[ 92 120 184]
  [ 92 120 183]
  [ 90 118 180]
  ...
  [ 11   6   4]
  [ 12   7   3]
  [ 14  10   5]]

 [[ 93 120 176]
  [ 93 120 176]
  [ 92 119 175]
  ...
  [ 13   9   8]
  [ 14  10   8]
  [ 16  13   9]]

 [[ 88 109 154]
  [ 89 111 157]
  [ 88 111 158]
  ...
  [ 11  11  10]
  [ 12  13  10]
  [ 14  15  11]]]",[1. 0. 0.]
"[[[133 152 209]
  [123 142 188]
  [ 63  79 110]
  ...
  [ 25  35  52]
  [ 19  28  42]
  [ 17  25  38]]

 [[124 144 202]
  [126 145 192]
  [ 66  82 116]
  ...
  [ 24  38  58]
  [ 19  29  48]
  [ 17  26  43]]

 [[ 95 116 172]
  [125 145 193]
  [ 87 106 138]
  ...
  [ 43  58  88]
  [ 28  42  69]
  [ 22  34  55]]

 ...

 [[ 32  30  30]
  [ 15  13  12]
  [ 22  19  16]
  ...
  [ 18  51  96]
  [ 20  52  92]
  [ 36  64 101]]

 [[ 41  36  37]
  [ 22  19  18]
  [ 23  19  16]
  ...
  [ 24  57 101]
  [ 26  57  96]
  [ 41  67 103]]

 [[ 36  31  32]
  [ 25  20  17]
  [ 21  17  13]
  ...
  [ 30  62 104]
  [ 31  60  97]
  [ 40  62  97]]]",[1. 0. 0.]
"[[[  7  16  30]
  [  4  11  21]
  [  9  15  22]
  ...
  [223 209 197]
  [219 205 193]
  [223 211 199]]

 [[  8  14  24]
  [  5  11  18]
  [  5  11  17]
  ...
  [222 208 196]
  [222 208 196]
  [228 214 202]]

 [[  2   3  14]
  [  7  10  20]
  [  8  11  21]
  ...
  [224 209 196]
  [225 209 196]
  [227 212 199]]

 ...

 [[ 14   9   9]
  [ 15  10  10]
  [ 12   7   5]
  ...
  [ 31  31  37]
  [ 42  42  48]
  [ 45  44  52]]

 [[ 14  10  11]
  [ 17  13  14]
  [ 11   6   7]
  ...
  [ 33  33  39]
  [ 39  39  45]
  [ 43  43  49]]

 [[ 22  21  23]
  [ 15  13  15]
  [ 19  16  18]
  ...
  [ 33  33  39]
  [ 36  36  42]
  [ 39  39  45]]]",[1. 0. 0.]
"[[[ 10  14  19]
  [ 18  21  28]
  [ 20  22  31]
  ...
  [ 47  56  79]
  [ 45  51  71]
  [ 44  48  66]]

 [[  5   9  14]
  [ 12  15  22]
  [ 16  18  28]
  ...
  [ 54  65  88]
  [ 52  61  81]
  [ 45  52  69]]

 [[  2   6  11]
  [  3   6  14]
  [ 10  14  25]
  ...
  [ 48  60  83]
  [ 48  57  77]
  [ 41  48  65]]

 ...

 [[109 101 102]
  [116 107 108]
  [114 106 106]
  ...
  [ 23  44  79]
  [ 25  44  80]
  [ 27  46  81]]

 [[ 97  89  90]
  [102  94  95]
  [100  93  93]
  ...
  [ 24  48  83]
  [ 26  48  82]
  [ 28  48  83]]

 [[ 98  90  91]
  [ 94  88  89]
  [ 92  86  87]
  ...
  [ 24  50  86]
  [ 28  51  87]
  [ 30  52  87]]]",[1. 0. 0.]
"[[[ 42  61  92]
  [ 52  75 112]
  [ 70  96 137]
  ...
  [ 87  78  78]
  [ 98  88  88]
  [103  92  94]]

 [[ 45  65  98]
  [ 61  85 122]
  [ 75 103 144]
  ...
  [ 83  74  74]
  [100  89  89]
  [109  96  97]]

 [[ 50  71 106]
  [ 71  97 135]
  [ 79 110 150]
  ...
  [ 78  69  69]
  [ 92  81  81]
  [105  92  92]]

 ...

 [[185 199 211]
  [185 196 209]
  [187 193 208]
  ...
  [104 111 127]
  [119 124 138]
  [136 140 151]]

 [[186 200 211]
  [187 197 210]
  [188 195 210]
  ...
  [100 107 123]
  [115 121 134]
  [132 135 149]]

 [[187 201 213]
  [190 201 213]
  [189 197 212]
  ...
  [ 98 103 120]
  [114 119 133]
  [132 135 149]]]",[1. 0. 0.]
"[[[13 15 16]
  [10 12 13]
  [ 5  7  8]
  ...
  [66 68 85]
  [61 61 78]
  [58 58 74]]

 [[12 14 17]
  [ 9 12 15]
  [ 5  7 10]
  ...
  [72 73 88]
  [72 73 87]
  [73 73 86]]

 [[ 6 10 15]
  [ 6  9 14]
  [ 5  8 13]
  ...
  [76 77 89]
  [77 77 87]
  [77 76 87]]

 ...

 [[17 27 39]
  [18 28 40]
  [21 32 44]
  ...
  [47 56 46]
  [42 50 42]
  [39 46 40]]

 [[17 26 36]
  [18 28 38]
  [21 32 43]
  ...
  [53 63 52]
  [49 58 50]
  [48 55 48]]

 [[19 28 37]
  [20 30 39]
  [23 33 43]
  ...
  [59 68 57]
  [56 65 56]
  [55 63 56]]]",[1. 0. 0.]
"[[[ 39  58  95]
  [ 36  56  94]
  [ 38  60  99]
  ...
  [ 52  50  54]
  [ 52  48  53]
  [ 54  50  56]]

 [[ 41  60  97]
  [ 44  64 104]
  [ 46  67 108]
  ...
  [ 52  50  55]
  [ 55  51  58]
  [ 60  55  64]]

 [[ 39  59  94]
  [ 45  65 103]
  [ 47  68 108]
  ...
  [ 53  52  57]
  [ 58  56  63]
  [ 64  61  70]]

 ...

 [[ 22  24  41]
  [ 22  24  40]
  [ 21  24  39]
  ...
  [ 36  41  49]
  [ 27  35  43]
  [ 23  32  41]]

 [[ 22  19  28]
  [ 18  16  25]
  [ 17  15  23]
  ...
  [ 32  36  42]
  [ 24  30  38]
  [ 22  27  39]]

 [[ 26  22  28]
  [ 27  24  30]
  [ 28  25  31]
  ...
  [ 57  61  70]
  [ 50  54  66]
  [ 45  50  65]]]",[1. 0. 0.]
"[[[ 25  26  30]
  [ 23  23  28]
  [ 20  21  28]
  ...
  [ 11  14  21]
  [ 12  16  21]
  [ 16  19  23]]

 [[ 21  21  27]
  [ 18  20  27]
  [ 17  20  29]
  ...
  [ 10  16  23]
  [ 10  16  21]
  [ 11  15  18]]

 [[ 16  18  25]
  [ 15  19  28]
  [ 17  21  33]
  ...
  [  9  16  26]
  [  9  15  22]
  [  8  14  18]]

 ...

 [[ 59  69  86]
  [ 49  58  74]
  [ 40  49  63]
  ...
  [ 42  36  79]
  [ 55  47  94]
  [ 67  58 108]]

 [[ 46  53  70]
  [ 41  50  65]
  [ 38  47  61]
  ...
  [ 42  36  66]
  [ 59  51  84]
  [ 72  63  99]]

 [[ 29  36  51]
  [ 33  40  55]
  [ 39  47  61]
  ...
  [ 29  24  43]
  [ 45  38  60]
  [ 58  50  73]]]",[0. 1. 0.]
"[[[27 26 36]
  [26 25 35]
  [23 22 33]
  ...
  [31 45 64]
  [33 47 66]
  [34 48 67]]

 [[26 26 35]
  [26 25 35]
  [25 25 36]
  ...
  [32 46 66]
  [34 48 68]
  [35 49 69]]

 [[23 24 34]
  [25 25 36]
  [28 28 39]
  ...
  [33 47 69]
  [35 49 71]
  [36 49 72]]

 ...

 [[41 50 90]
  [43 52 91]
  [49 58 93]
  ...
  [52 42 43]
  [57 44 43]
  [58 45 43]]

 [[34 45 88]
  [37 46 89]
  [43 52 91]
  ...
  [58 46 46]
  [60 47 45]
  [61 47 45]]

 [[30 40 87]
  [32 42 87]
  [39 47 89]
  ...
  [62 49 49]
  [63 49 47]
  [64 49 46]]]",[1. 0. 0.]
"[[[ 13  19  32]
  [ 18  28  51]
  [ 30  46  77]
  ...
  [  8  10  18]
  [ 10   9  18]
  [ 11   9  15]]

 [[ 13  19  32]
  [ 16  25  49]
  [ 25  41  72]
  ...
  [ 13  13  23]
  [ 14  13  21]
  [ 16  13  19]]

 [[ 11  17  30]
  [ 13  23  45]
  [ 23  38  68]
  ...
  [ 16  18  28]
  [ 16  17  25]
  [ 17  16  22]]

 ...

 [[201 196 187]
  [161 157 152]
  [109 107 106]
  ...
  [ 28  46  34]
  [  0  11   3]
  [  3  12   6]]

 [[116 113 105]
  [ 87  85  80]
  [ 71  70  70]
  ...
  [  0  15   1]
  [  0  10   0]
  [  0   5   0]]

 [[ 90  87  82]
  [ 73  70  69]
  [ 62  63  64]
  ...
  [  0  14   0]
  [  0  11   0]
  [  0   3   0]]]",[1. 0. 0.]
"[[[ 50  57  76]
  [ 45  48  68]
  [ 32  31  51]
  ...
  [ 57  80 113]
  [ 58  79 106]
  [ 48  65  85]]

 [[ 51  60  80]
  [ 45  51  70]
  [ 29  30  48]
  ...
  [ 56  81 115]
  [ 63  85 114]
  [ 60  79 100]]

 [[ 44  54  78]
  [ 38  45  64]
  [ 21  25  42]
  ...
  [ 55  81 118]
  [ 59  83 114]
  [ 60  81 104]]

 ...

 [[ 66  68  69]
  [ 27  30  34]
  [ 12  17  22]
  ...
  [ 24  37  25]
  [ 28  42  30]
  [ 30  44  33]]

 [[ 50  52  53]
  [ 45  48  52]
  [ 40  45  50]
  ...
  [ 19  32  20]
  [ 28  44  31]
  [ 41  57  46]]

 [[ 27  29  29]
  [ 37  41  42]
  [ 42  45  50]
  ...
  [ 28  44  31]
  [ 48  66  53]
  [ 61  79  66]]]",[1. 0. 0.]
"[[[ 20  18  17]
  [ 19  18  16]
  [ 22  18  17]
  ...
  [ 24  24  24]
  [ 19  21  22]
  [ 25  23  26]]

 [[ 25  23  23]
  [ 29  24  25]
  [ 22  18  17]
  ...
  [ 26  24  24]
  [ 19  18  20]
  [ 21  21  21]]

 [[ 31  28  28]
  [ 28  23  24]
  [ 22  21  21]
  ...
  [ 22  20  20]
  [ 18  16  17]
  [ 17  18  16]]

 ...

 [[ 81 106 148]
  [ 89 115 151]
  [124 147 179]
  ...
  [ 97  88  85]
  [ 91  82  78]
  [118 110 103]]

 [[ 75 100 142]
  [ 92 117 153]
  [123 146 178]
  ...
  [ 92  83  80]
  [ 94  85  81]
  [ 87  78  74]]

 [[ 81 108 145]
  [102 127 160]
  [123 146 176]
  ...
  [ 92  82  82]
  [ 94  85  79]
  [ 79  69  67]]]",[0. 1. 0.]
"[[[ 81  84 102]
  [ 47  54  69]
  [ 66  75  93]
  ...
  [ 38  39  44]
  [ 34  35  40]
  [ 97 100 105]]

 [[ 74  80  87]
  [ 48  53  69]
  [ 65  71  95]
  ...
  [ 33  32  34]
  [ 34  35  39]
  [ 85  86  90]]

 [[ 58  63  72]
  [ 56  62  80]
  [ 66  76 103]
  ...
  [ 32  32  34]
  [ 37  38  40]
  [ 72  75  79]]

 ...

 [[127  91 107]
  [182 129 153]
  [174 127 150]
  ...
  [192 191 193]
  [194 190 192]
  [194 189 190]]

 [[120  83  99]
  [176 124 148]
  [171 123 148]
  ...
  [188 189 190]
  [189 186 188]
  [195 190 191]]

 [[112  77  91]
  [179 127 152]
  [171 120 148]
  ...
  [186 187 184]
  [186 185 187]
  [188 188 188]]]",[1. 0. 0.]
"[[[44 41 43]
  [41 38 41]
  [30 29 31]
  ...
  [43 45 45]
  [66 68 72]
  [56 60 65]]

 [[38 37 39]
  [33 32 33]
  [31 30 33]
  ...
  [24 24 24]
  [51 53 57]
  [58 61 65]]

 [[36 36 36]
  [26 27 28]
  [27 27 27]
  ...
  [22 23 21]
  [43 45 45]
  [48 49 53]]

 ...

 [[22 18 15]
  [26 25 20]
  [28 24 23]
  ...
  [18 16 16]
  [17 15 16]
  [15 17 13]]

 [[23 19 18]
  [24 21 19]
  [35 31 28]
  ...
  [19 17 17]
  [20 17 18]
  [17 18 16]]

 [[25 20 21]
  [22 19 16]
  [37 36 32]
  ...
  [20 18 18]
  [18 16 16]
  [13 14 12]]]",[1. 0. 0.]
"[[[ 87  87  99]
  [ 87  87  99]
  [ 92  93 106]
  ...
  [107 124 152]
  [110 124 153]
  [110 124 153]]

 [[ 88  88 101]
  [ 88  88 101]
  [ 94  94 108]
  ...
  [107 125 153]
  [110 125 153]
  [110 125 154]]

 [[ 89  90 104]
  [ 90  91 104]
  [ 96  98 112]
  ...
  [107 126 154]
  [110 126 155]
  [111 126 155]]

 ...

 [[ 68  77  91]
  [ 68  76  90]
  [ 66  74  86]
  ...
  [ 41  28  25]
  [ 47  33  30]
  [ 48  33  30]]

 [[ 76  84  98]
  [ 76  84  97]
  [ 73  81  92]
  ...
  [ 41  28  25]
  [ 46  31  28]
  [ 47  32  29]]

 [[ 80  88 101]
  [ 80  87 100]
  [ 77  84  95]
  ...
  [ 41  28  25]
  [ 45  31  28]
  [ 46  31  28]]]",[1. 0. 0.]
"[[[169 147 141]
  [168 146 139]
  [167 144 136]
  ...
  [ 58  60  68]
  [ 54  53  62]
  [ 52  49  58]]

 [[175 154 148]
  [173 152 145]
  [170 148 140]
  ...
  [ 59  60  68]
  [ 54  52  61]
  [ 51  48  57]]

 [[186 167 160]
  [182 162 155]
  [175 154 146]
  ...
  [ 60  60  68]
  [ 53  51  60]
  [ 49  46  55]]

 ...

 [[130 102  85]
  [136 109  92]
  [146 119 103]
  ...
  [207 209 210]
  [209 211 213]
  [211 213 214]]

 [[125  97  80]
  [129 101  85]
  [135 109  92]
  ...
  [213 215 217]
  [214 216 218]
  [215 217 218]]

 [[122  94  77]
  [124  97  80]
  [128 102  86]
  ...
  [217 218 222]
  [218 219 221]
  [218 220 221]]]",[1. 0. 0.]
"[[[ 18  30  48]
  [ 43  54  76]
  [ 70  83 107]
  ...
  [ 18  22  32]
  [ 18  23  32]
  [ 18  22  33]]

 [[ 15  24  38]
  [ 36  44  63]
  [ 65  76  96]
  ...
  [ 17  23  31]
  [ 17  23  30]
  [ 17  22  31]]

 [[ 17  25  38]
  [ 36  43  60]
  [ 65  74  92]
  ...
  [ 17  23  30]
  [ 17  23  30]
  [ 17  23  30]]

 ...

 [[ 45  35  52]
  [ 45  36  52]
  [ 41  32  45]
  ...
  [ 59  60  64]
  [ 58  59  63]
  [ 56  57  61]]

 [[ 45  35  52]
  [ 45  36  52]
  [ 41  32  45]
  ...
  [ 61  62  66]
  [ 61  62  66]
  [ 61  62  66]]

 [[ 45  35  52]
  [ 45  35  52]
  [ 41  32  45]
  ...
  [ 63  66  70]
  [ 65  68  72]
  [ 66  68  73]]]",[1. 0. 0.]
"[[[  5  10   9]
  [  6  11  10]
  [  8  13  12]
  ...
  [ 62  74  97]
  [ 50  59  79]
  [ 32  42  60]]

 [[  5  10   9]
  [  6  11  10]
  [  8  13  12]
  ...
  [ 65  78 104]
  [ 53  63  86]
  [ 34  45  65]]

 [[  5  10   9]
  [  6  11  10]
  [  8  13  12]
  ...
  [ 66  81 108]
  [ 53  66  91]
  [ 34  47  69]]

 ...

 [[ 22  22  22]
  [ 20  20  20]
  [ 18  18  18]
  ...
  [ 20  22  22]
  [ 20  20  20]
  [ 24  24  24]]

 [[ 22  22  22]
  [ 20  20  20]
  [ 18  18  18]
  ...
  [ 22  22  22]
  [ 20  20  20]
  [ 24  24  24]]

 [[ 19  19  19]
  [ 17  17  17]
  [ 15  15  15]
  ...
  [ 12  12  12]
  [ 23  23  23]
  [ 19  19  19]]]",[1. 0. 0.]
"[[[26 33 30]
  [28 36 33]
  [25 34 31]
  ...
  [ 9 19 34]
  [12 21 32]
  [14 24 31]]

 [[22 29 26]
  [20 28 25]
  [18 27 24]
  ...
  [ 6 17 32]
  [ 9 18 30]
  [11 20 28]]

 [[22 29 27]
  [18 26 24]
  [15 23 22]
  ...
  [ 6 17 32]
  [ 7 17 28]
  [ 8 18 25]]

 ...

 [[43 41 41]
  [42 38 39]
  [39 34 35]
  ...
  [18 26 28]
  [20 26 27]
  [22 26 27]]

 [[35 33 33]
  [36 32 33]
  [37 31 32]
  ...
  [22 28 29]
  [23 28 28]
  [23 28 27]]

 [[36 34 34]
  [34 30 30]
  [34 29 30]
  ...
  [23 28 28]
  [22 28 26]
  [22 27 26]]]",[1. 0. 0.]
"[[[32 40 53]
  [32 40 53]
  [32 40 53]
  ...
  [50 55 79]
  [52 56 80]
  [52 56 80]]

 [[32 40 53]
  [32 40 53]
  [32 40 53]
  ...
  [50 55 79]
  [52 56 80]
  [52 56 80]]

 [[32 40 53]
  [32 40 53]
  [32 40 53]
  ...
  [50 55 79]
  [52 57 80]
  [52 57 80]]

 ...

 [[16 16 16]
  [16 16 16]
  [17 17 17]
  ...
  [66 65 65]
  [69 67 67]
  [69 67 67]]

 [[15 15 15]
  [15 15 15]
  [16 16 16]
  ...
  [65 64 64]
  [68 66 66]
  [68 66 66]]

 [[15 15 15]
  [15 15 15]
  [16 16 16]
  ...
  [65 64 64]
  [68 66 66]
  [68 66 66]]]",[1. 0. 0.]
"[[[41 36 35]
  [41 36 35]
  [39 35 34]
  ...
  [55 57 57]
  [59 61 61]
  [59 61 61]]

 [[40 35 34]
  [40 35 34]
  [39 34 33]
  ...
  [54 56 57]
  [58 60 60]
  [58 60 60]]

 [[34 31 31]
  [34 31 31]
  [33 30 30]
  ...
  [46 49 48]
  [50 52 51]
  [50 52 51]]

 ...

 [[34 31 27]
  [34 31 27]
  [34 31 27]
  ...
  [33 35 40]
  [33 36 41]
  [33 36 41]]

 [[34 31 27]
  [34 31 27]
  [33 30 26]
  ...
  [33 36 41]
  [34 37 42]
  [34 37 42]]

 [[34 31 27]
  [34 31 27]
  [33 30 26]
  ...
  [34 36 41]
  [34 37 42]
  [34 37 42]]]",[1. 0. 0.]
"[[[ 95  86  89]
  [ 94  86  89]
  [ 93  85  90]
  ...
  [ 27  39  53]
  [ 24  37  50]
  [ 23  37  49]]

 [[ 95  86  89]
  [ 94  86  89]
  [ 93  85  91]
  ...
  [ 28  41  54]
  [ 25  39  51]
  [ 24  38  50]]

 [[ 95  86  90]
  [ 95  86  91]
  [ 94  85  92]
  ...
  [ 33  46  60]
  [ 30  44  57]
  [ 30  43  56]]

 ...

 [[100  78  66]
  [ 96  75  63]
  [ 87  67  54]
  ...
  [ 35  28  25]
  [ 37  30  27]
  [ 37  31  27]]

 [[ 92  71  59]
  [ 90  68  56]
  [ 83  63  51]
  ...
  [ 37  30  27]
  [ 39  33  30]
  [ 40  33  30]]

 [[ 91  69  57]
  [ 89  67  55]
  [ 83  63  50]
  ...
  [ 38  31  28]
  [ 40  33  30]
  [ 41  34  31]]]",[1. 0. 0.]
"[[[107 100  97]
  [ 85  78  75]
  [ 61  54  51]
  ...
  [ 10  16  17]
  [  4  10  12]
  [  3  10  13]]

 [[ 97  90  87]
  [ 74  67  65]
  [ 51  44  41]
  ...
  [ 13  21  24]
  [  7  15  19]
  [  5  14  17]]

 [[ 90  83  80]
  [ 67  60  57]
  [ 44  37  34]
  ...
  [ 16  26  32]
  [ 10  20  26]
  [  7  17  23]]

 ...

 [[ 74  62  60]
  [ 91  79  77]
  [105  93  91]
  ...
  [ 87  94 101]
  [ 89  97 106]
  [ 93 102 111]]

 [[ 68  57  54]
  [ 84  72  70]
  [ 95  83  81]
  ...
  [ 82  89  98]
  [ 85  93 103]
  [ 90  99 110]]

 [[ 63  51  49]
  [ 77  65  63]
  [ 86  74  72]
  ...
  [ 70  77  87]
  [ 73  82  93]
  [ 80  89 102]]]",[1. 0. 0.]
"[[[ 11  10  12]
  [ 13  11  13]
  [  5   2   6]
  ...
  [ 19  26  34]
  [ 21  26  35]
  [ 12  17  26]]

 [[ 11  10  12]
  [ 12   8  13]
  [  4   1   6]
  ...
  [ 20  28  38]
  [ 20  26  37]
  [ 15  21  32]]

 [[ 21  20  24]
  [ 17  13  19]
  [  7   2  10]
  ...
  [ 20  28  37]
  [ 19  25  36]
  [ 20  26  39]]

 ...

 [[ 85  88  91]
  [100 105 112]
  [ 59  66  74]
  ...
  [ 49  71  90]
  [ 47  69  90]
  [ 10  34  56]]

 [[ 93  96  96]
  [ 87  91  95]
  [ 48  53  60]
  ...
  [ 51  72  93]
  [ 40  61  83]
  [  8  31  53]]

 [[ 85  88  86]
  [ 59  63  64]
  [ 30  35  38]
  ...
  [ 51  72  92]
  [ 34  55  76]
  [  9  33  53]]]",[1. 0. 0.]
"[[[62 46 53]
  [54 41 48]
  [46 39 46]
  ...
  [24 25 38]
  [18 16 27]
  [13 12 21]]

 [[59 44 50]
  [50 38 44]
  [43 36 43]
  ...
  [25 25 36]
  [20 17 26]
  [14 13 19]]

 [[58 44 50]
  [48 37 43]
  [40 34 42]
  ...
  [26 26 34]
  [22 18 25]
  [17 14 19]]

 ...

 [[38 35 38]
  [43 40 41]
  [51 47 48]
  ...
  [21 27 30]
  [21 29 32]
  [21 29 32]]

 [[45 42 45]
  [45 43 44]
  [56 51 52]
  ...
  [22 28 31]
  [23 30 33]
  [23 30 34]]

 [[61 58 60]
  [58 56 56]
  [61 57 58]
  ...
  [23 29 32]
  [24 31 34]
  [26 33 36]]]",[1. 0. 0.]
"[[[146 143 145]
  [145 142 145]
  [142 140 143]
  ...
  [ 78  86 106]
  [ 83  89 110]
  [ 85  90 111]]

 [[145 142 143]
  [143 141 143]
  [140 138 141]
  ...
  [ 76  84 104]
  [ 81  87 107]
  [ 82  88 109]]

 [[141 138 140]
  [140 137 139]
  [136 134 138]
  ...
  [ 70  79  99]
  [ 75  81 102]
  [ 76  82 103]]

 ...

 [[ 67  59  87]
  [ 67  60  89]
  [ 69  61  95]
  ...
  [ 71  65 161]
  [ 79  70 169]
  [ 82  72 171]]

 [[ 71  63  93]
  [ 72  64  95]
  [ 75  66 101]
  ...
  [ 76  70 168]
  [ 84  74 176]
  [ 86  75 178]]

 [[ 73  65  95]
  [ 74  65  97]
  [ 77  67 103]
  ...
  [ 78  72 171]
  [ 85  75 178]
  [ 88  77 181]]]",[0. 1. 0.]
"[[[ 99  95 100]
  [ 98  94  98]
  [ 95  91  96]
  ...
  [ 39  49  62]
  [ 38  48  59]
  [ 38  47  57]]

 [[101  97 102]
  [100  96 101]
  [ 98  94 100]
  ...
  [ 39  51  65]
  [ 39  49  61]
  [ 39  48  59]]

 [[104 100 105]
  [104 100 105]
  [104  99 105]
  ...
  [ 40  52  68]
  [ 40  50  64]
  [ 40  49  62]]

 ...

 [[ 42  30  20]
  [ 42  30  19]
  [ 41  29  19]
  ...
  [ 50  44  37]
  [ 51  44  37]
  [ 51  45  38]]

 [[ 45  33  23]
  [ 45  33  23]
  [ 45  33  22]
  ...
  [ 52  46  39]
  [ 52  46  39]
  [ 53  47  40]]

 [[ 48  36  26]
  [ 48  36  26]
  [ 47  35  25]
  ...
  [ 53  47  40]
  [ 54  48  41]
  [ 54  48  41]]]",[1. 0. 0.]
"[[[ 0 13 22]
  [ 0 13 23]
  [ 0 14 25]
  ...
  [16 24 26]
  [11 18 16]
  [10 17 14]]

 [[ 1 13 22]
  [ 1 13 23]
  [ 1 15 25]
  ...
  [15 23 26]
  [11 18 16]
  [10 17 14]]

 [[ 3 15 23]
  [ 3 15 24]
  [ 3 16 25]
  ...
  [15 23 26]
  [11 18 16]
  [10 17 14]]

 ...

 [[76 83 86]
  [76 83 86]
  [76 82 85]
  ...
  [18 17 17]
  [12 14 14]
  [11 13 13]]

 [[77 84 87]
  [77 84 87]
  [77 84 86]
  ...
  [18 17 16]
  [12 13 13]
  [10 12 12]]

 [[77 84 87]
  [77 84 87]
  [77 84 87]
  ...
  [18 17 16]
  [11 13 13]
  [10 12 12]]]",[1. 0. 0.]
"[[[107 106 108]
  [111 110 112]
  [119 120 121]
  ...
  [196 188 190]
  [210 199 202]
  [216 205 207]]

 [[110 110 112]
  [114 114 116]
  [122 123 125]
  ...
  [193 185 189]
  [206 197 200]
  [213 203 206]]

 [[117 118 121]
  [121 122 125]
  [129 130 133]
  ...
  [186 180 185]
  [200 192 197]
  [207 199 203]]

 ...

 [[ 33  23  21]
  [ 33  24  21]
  [ 35  26  21]
  ...
  [ 36  55  71]
  [ 29  46  60]
  [ 25  41  56]]

 [[ 34  24  24]
  [ 34  25  24]
  [ 35  27  24]
  ...
  [ 33  50  64]
  [ 26  42  55]
  [ 23  37  50]]

 [[ 35  25  25]
  [ 35  26  25]
  [ 36  28  26]
  ...
  [ 32  48  61]
  [ 25  40  52]
  [ 22  36  48]]]",[1. 0. 0.]
"[[[111 111 123]
  [115 115 128]
  [124 124 138]
  ...
  [100 129 157]
  [ 99 126 153]
  [ 98 125 151]]

 [[111 111 122]
  [115 115 127]
  [124 124 138]
  ...
  [100 129 158]
  [ 99 126 153]
  [ 98 125 151]]

 [[108 108 119]
  [112 113 124]
  [122 122 135]
  ...
  [102 132 161]
  [100 129 156]
  [ 99 127 153]]

 ...

 [[ 69  69  69]
  [ 70  70  70]
  [ 73  73  73]
  ...
  [ 47  60  70]
  [ 54  66  76]
  [ 58  69  79]]

 [[ 71  71  71]
  [ 72  72  72]
  [ 74  74  74]
  ...
  [ 47  60  70]
  [ 54  65  75]
  [ 58  68  78]]

 [[ 71  71  71]
  [ 72  72  72]
  [ 74  74  74]
  ...
  [ 46  60  69]
  [ 54  65  75]
  [ 58  68  78]]]",[1. 0. 0.]
